id,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date,delta_points
43970,16,Sweden,SWE,894,10506000,1,UEFA,2007-02-14,-10505106
43849,17,Cameroon,CMR,893,10506000,1,CAF,2007-02-14,-10505107
43941,18,Denmark,DEN,876,10506000,1,UEFA,2007-02-14,-10505124
43911,19,Mexico,MEX,857,10506000,1,CONCACAF,2007-02-14,-10505143
43967,20,Scotland,SCO,854,10506000,1,UEFA,2007-02-14,-10505146
43854,21,Côte d'Ivoire,CIV,853,10506000,1,CAF,2007-02-14,-10505147
43860,22,Ghana,GHA,848,10506000,1,CAF,2007-02-14,-10505152
43962,23,Poland,POL,844,10506000,1,UEFA,2007-02-14,-10505156
43930,24,Uruguay,URU,829,10506000,1,CONMEBOL,2007-02-14,-10505171
43927,25,Ecuador,ECU,828,10506000,1,CONMEBOL,2007-02-14,-10505172
43972,26,Turkey,TUR,825,10506000,1,UEFA,2007-02-14,-10505175
43965,27,Russia,RUS,817,10506000,1,UEFA,2007-02-14,-10505183
43921,28,USA,USA,783,10506000,1,CONCACAF,2007-02-14,-10505217
1902465,29,Serbia,SRB,775,10506000,1,UEFA,2007-02-14,-10505225
43928,30,Paraguay,PAR,755,10506000,1,CONMEBOL,2007-02-14,-10505245
43926,31,Colombia,COL,726,10506000,1,CONMEBOL,2007-02-14,-10505274
43817,32,IR Iran,IRN,720,10506000,1,AFC,2007-02-14,-10505280
44002,33,Slovakia,SVK,707,10506000,1,UEFA,2007-02-14,-10505293
43925,34,Chile,CHI,706,10506000,1,CONMEBOL,2007-02-14,-10505294
43869,35,Mali,MLI,696,10506000,1,CAF,2007-02-14,-10505304
43876,36,Nigeria,NGA,690,10506000,1,CAF,2007-02-14,-10505310
43936,37,Bulgaria,BUL,689,10506000,1,UEFA,2007-02-14,-10505311
43879,38,Senegal,SEN,661,10506000,1,CAF,2007-02-14,-10505339
43976,39,Australia,AUS,651,10506000,1,AFC,2007-02-14,-10505349
43984,40,Israel,ISR,650,10506000,1,UEFA,2007-02-14,-10505350
43819,41,Japan,JPN,649,10506000,1,AFC,2007-02-14,-10505351
43855,42,Egypt,EGY,645,10506000,1,CAF,2007-02-14,-10505355
43872,43,Morocco,MAR,639,10506000,1,CAF,2007-02-14,-10505361
43822,44,Korea Republic,KOR,618,10506000,1,AFC,2007-02-14,-10505382
43888,45,Tunisia,TUN,612,10506000,1,CAF,2007-02-14,-10505388
43953,46,Republic of Ireland,IRL,611,10506000,1,UEFA,2007-02-14,-10505389
43961,47,Norway,NOR,610,10506000,1,UEFA,2007-02-14,-10505390
43945,48,Finland,FIN,608,10506000,1,UEFA,2007-02-14,-10505392
43952,49,Northern Ireland,NIR,602,10506000,1,UEFA,2007-02-14,-10505398
44005,50,Uzbekistan,UZB,596,10506000,1,AFC,2007-02-14,-10505404
43902,51,Cuba,CUB,590,10506000,1,CONCACAF,2007-02-14,-10505410
43935,52,Belgium,BEL,559,10506000,1,UEFA,2007-02-14,-10505441
44000,53,FYR Macedonia,MKD,552,10506000,1,UEFA,2007-02-14,-10505448
43901,54,Costa Rica,CRC,535,10506000,1,CONCACAF,2007-02-14,-10505465
44037,55,Bosnia and Herzegovina,BIH,532,10506000,1,UEFA,2007-02-14,-10505468
43910,56,Jamaica,JAM,531,10506000,1,CONCACAF,2007-02-14,-10505469
43847,57,Burkina Faso,BFA,509,10506000,1,CAF,2007-02-14,-10505491
43844,58,Angola,ANG,506,10506000,1,CAF,2007-02-14,-10505494
43883,59,South Africa,RSA,504,10506000,1,CAF,2007-02-14,-10505496
43909,59,Honduras,HON,504,10506000,1,CONCACAF,2007-02-14,-10505496
43934,61,Austria,AUT,501,10506000,1,UEFA,2007-02-14,-10505499
43861,62,Guinea,GUI,495,10506000,1,CAF,2007-02-14,-10505505
43835,63,Saudi Arabia,KSA,476,10506000,1,AFC,2007-02-14,-10505524
43950,64,Hungary,HUN,474,10506000,1,UEFA,2007-02-14,-10505526
43891,65,Zambia,ZAM,459,10506000,1,CAF,2007-02-14,-10505541
43931,66,Venezuela,VEN,452,10506000,1,CONMEBOL,2007-02-14,-10505548
43929,67,Peru,PER,447,10506000,1,CONMEBOL,2007-02-14,-10505553
43920,68,Trinidad and Tobago,TRI,446,10506000,1,CONCACAF,2007-02-14,-10505554
43887,69,Togo,TOG,445,10506000,1,CAF,2007-02-14,-10505555
43937,69,Belarus,BLR,445,10506000,1,UEFA,2007-02-14,-10505555
43968,71,Slovenia,SVN,439,10506000,1,UEFA,2007-02-14,-10505561
43957,72,Lithuania,LTU,435,10506000,1,UEFA,2007-02-14,-10505565
43939,73,Cyprus,CYP,431,10506000,1,UEFA,2007-02-14,-10505569
43914,74,Panama,PAN,423,10506000,1,CONCACAF,2007-02-14,-10505577
43974,75,Wales,WAL,420,10506000,1,UEFA,2007-02-14,-10505580
43831,76,Oman,OMA,416,10506000,1,AFC,2007-02-14,-10505584
43834,77,Qatar,QAT,414,10506000,1,AFC,2007-02-14,-10505586
43850,78,Cape Verde Islands,CPV,413,10506000,1,CAF,2007-02-14,-10505587
43812,79,China PR,CHN,409,10506000,1,AFC,2007-02-14,-10505591
43843,80,Algeria,ALG,404,10506000,1,CAF,2007-02-14,-10505596
43818,81,Iraq,IRQ,386,10506000,1,AFC,2007-02-14,-10505614
20014,82,Congo DR,COD,382,10506000,1,CAF,2007-02-14,-10505618
44036,83,Moldova,MDA,373,10506000,1,UEFA,2007-02-14,-10505627
43823,84,Kuwait,KUW,369,10506000,1,AFC,2007-02-14,-10505631
43820,85,Jordan,JOR,365,10506000,1,AFC,2007-02-14,-10505635
43947,86,Georgia,GEO,363,10506000,1,UEFA,2007-02-14,-10505637
43840,87,United Arab Emirates,UAE,362,10506000,1,AFC,2007-02-14,-10505638
43906,87,Guatemala,GUA,362,10506000,1,CONCACAF,2007-02-14,-10505638
43932,87,Albania,ALB,362,10506000,1,UEFA,2007-02-14,-10505638
43899,87,Canada,CAN,362,10506000,1,CONCACAF,2007-02-14,-10505638
43857,91,Ethiopia,ETH,356,10506000,1,CAF,2007-02-14,-10505644
43908,92,Haiti,HAI,354,10506000,1,CONCACAF,2007-02-14,-10505646
43853,93,Congo,CGO,349,10506000,1,CAF,2007-02-14,-10505651
43892,94,Zimbabwe,ZIM,347,10506000,1,CAF,2007-02-14,-10505653
43951,95,Iceland,ISL,335,10506000,1,UEFA,2007-02-14,-10505665
43955,96,Latvia,LVA,324,10506000,1,UEFA,2007-02-14,-10505676
43866,97,Libya,LBY,316,10506000,1,CAF,2007-02-14,-10505684
43808,98,Bahrain,BHR,313,10506000,1,AFC,2007-02-14,-10505687
43858,99,Gabon,GAB,310,10506000,1,CAF,2007-02-14,-10505690
43918,100,St. Vincent and the Grenadines,VIN,308,10506000,1,CONCACAF,2007-02-14,-10505692
43923,101,Bolivia,BOL,300,10506000,1,CONMEBOL,2007-02-14,-10505700
43889,102,Uganda,UGA,294,10506000,1,CAF,2007-02-14,-10505706
43868,103,Malawi,MWI,287,10506000,1,CAF,2007-02-14,-10505713
43907,104,Guyana,GUY,284,10506000,1,CONCACAF,2007-02-14,-10505716
43846,105,Botswana,BOT,276,10506000,1,CAF,2007-02-14,-10505724
43943,106,Estonia,EST,266,10506000,1,UEFA,2007-02-14,-10505734
43856,107,Equatorial Guinea,EQG,260,10506000,1,CAF,2007-02-14,-10505740
43896,108,Barbados,BRB,259,10506000,1,CONCACAF,2007-02-14,-10505741
43886,109,Tanzania,TAN,251,10506000,1,CAF,2007-02-14,-10505749
43838,110,Syria,SYR,247,10506000,1,AFC,2007-02-14,-10505753
43814,111,Hong Kong,HKG,242,10506000,1,AFC,2007-02-14,-10505758
43884,112,Sudan,SDN,230,10506000,1,CAF,2007-02-14,-10505770
43865,112,Liberia,LBR,230,10506000,1,CAF,2007-02-14,-10505770
43959,114,Malta,MLT,229,10506000,1,UEFA,2007-02-14,-10505771
43919,114,Suriname,SUR,229,10506000,1,CONCACAF,2007-02-14,-10505771
43845,116,Benin,BEN,228,10506000,1,CAF,2007-02-14,-10505772
43848,117,Burundi,BDI,218,10506000,1,CAF,2007-02-14,-10505782
43898,118,Bermuda,BER,213,10506000,1,CONCACAF,2007-02-14,-10505787
43933,119,Armenia,ARM,209,10506000,1,UEFA,2007-02-14,-10505791
43877,120,Rwanda,RWA,206,10506000,1,CAF,2007-02-14,-10505794
43870,121,Mauritania,MTN,202,10506000,1,CAF,2007-02-14,-10505798
43874,122,Namibia,NAM,201,10506000,1,CAF,2007-02-14,-10505799
43836,123,Singapore,SIN,198,10506000,1,AFC,2007-02-14,-10505802
43825,124,Lebanon,LBN,194,10506000,1,AFC,2007-02-14,-10505806
43904,125,El Salvador,SLV,191,10506000,1,CONCACAF,2007-02-14,-10505809
43839,126,Thailand,THA,190,10506000,1,AFC,2007-02-14,-10505810
44003,127,Tajikistan,TJK,185,10506000,1,AFC,2007-02-14,-10505815
43863,127,Kenya,KEN,185,10506000,1,CAF,2007-02-14,-10505815
43989,129,Palestine,PLE,183,10506000,1,AFC,2007-02-14,-10505817
43994,130,Azerbaijan,AZE,180,10506000,1,UEFA,2007-02-14,-10505820
43873,131,Mozambique,MOZ,174,10506000,1,CAF,2007-02-14,-10505826
43880,132,Seychelles,SEY,173,10506000,1,CAF,2007-02-14,-10505827
43978,133,New Zealand,NZL,172,10506000,1,OFC,2007-02-14,-10505828
43859,134,Gambia,GAM,163,10506000,1,CAF,2007-02-14,-10505837
43841,135,Vietnam,VIE,157,10506000,1,AFC,2007-02-14,-10505843
43903,135,Dominican Republic,DOM,157,10506000,1,CONCACAF,2007-02-14,-10505843
43821,137,Korea DPR,PRK,155,10506000,1,AFC,2007-02-14,-10505845
1882218,138,Antigua and Barbuda,ATG,154,10506000,1,CONCACAF,2007-02-14,-10505846
43999,139,Kyrgyz Republic,KGZ,149,10506000,1,AFC,2007-02-14,-10505851
20006,140,Eritrea,ERI,146,10506000,1,CAF,2007-02-14,-10505854
43916,141,St. Kitts and Nevis,SKN,139,10506000,1,CONCACAF,2007-02-14,-10505861
43871,142,Mauritius,MRI,131,10506000,1,CAF,2007-02-14,-10505869
43842,143,Yemen,YEM,130,10506000,1,AFC,2007-02-14,-10505870
43852,144,Chad,CHA,129,10506000,1,CAF,2007-02-14,-10505871
44027,145,Kazakhstan,KAZ,123,10506000,1,UEFA,2007-02-14,-10505877
43816,146,Indonesia,IDN,121,10506000,1,AFC,2007-02-14,-10505879
43837,147,Sri Lanka,SRI,118,10506000,1,AFC,2007-02-14,-10505882
43895,148,Bahamas,BAH,113,10506000,1,CONCACAF,2007-02-14,-10505887
43829,149,Myanmar,MYA,112,10506000,1,AFC,2007-02-14,-10505888
43875,149,Niger,NIG,112,10506000,1,CAF,2007-02-14,-10505888
43885,151,Eswatini,SWZ,108,10506000,1,CAF,2007-02-14,-10505892
43881,151,Sierra Leone,SLE,108,10506000,1,CAF,2007-02-14,-10505892
43977,153,Fiji,FIJ,107,10506000,1,OFC,2007-02-14,-10505893
43809,154,Bangladesh,BAN,100,10506000,1,AFC,2007-02-14,-10505900
44004,155,Turkmenistan,TKM,93,10506000,1,AFC,2007-02-14,-10505907
43827,156,Malaysia,MAS,87,10506000,1,AFC,2007-02-14,-10505913
43824,157,Laos,LAO,85,10506000,1,AFC,2007-02-14,-10505915
43815,157,India,IND,85,10506000,1,AFC,2007-02-14,-10505915
43828,157,Maldives,MDV,85,10506000,1,AFC,2007-02-14,-10505915
43956,160,Liechtenstein,LIE,84,10506000,1,UEFA,2007-02-14,-10505916
43864,161,Lesotho,LES,81,10506000,1,CAF,2007-02-14,-10505919
20001,161,Andorra,AND,81,10506000,1,UEFA,2007-02-14,-10505919
43917,161,St. Lucia,LCA,81,10506000,1,CONCACAF,2007-02-14,-10505919
43980,161,Solomon Islands,SOL,81,10506000,1,OFC,2007-02-14,-10505919
43905,165,Grenada,GRN,78,10506000,1,CONCACAF,2007-02-14,-10505922
43813,166,Chinese Taipei,TPE,73,10506000,1,AFC,2007-02-14,-10505927
43913,167,Nicaragua,NCA,71,10506000,1,CONCACAF,2007-02-14,-10505929
43982,168,Vanuatu,VAN,70,10506000,1,OFC,2007-02-14,-10505930
43832,169,Pakistan,PAK,64,10506000,1,AFC,2007-02-14,-10505936
20011,169,Turks and Caicos Islands,TCA,64,10506000,1,CONCACAF,2007-02-14,-10505936
43830,171,Nepal,NEP,63,10506000,1,AFC,2007-02-14,-10505937
43981,173,Tahiti,TAH,55,10506000,1,OFC,2007-02-14,-10505945
43810,174,Brunei Darussalam,BRU,53,10506000,1,AFC,2007-02-14,-10505947
20010,175,New Caledonia,NCL,51,10506000,1,OFC,2007-02-14,-10505949
44009,176,Cambodia,CAM,49,10506000,1,AFC,2007-02-14,-10505951
43979,177,Papua New Guinea,PNG,47,10506000,1,OFC,2007-02-14,-10505953
43833,178,Philippines,PHI,43,10506000,1,AFC,2007-02-14,-10505957
20000,178,Afghanistan,AFG,43,10506000,1,AFC,2007-02-14,-10505957
43997,180,Dominica,DMA,42,10506000,1,CONCACAF,2007-02-14,-10505958
43958,181,Luxembourg,LUX,41,10506000,1,UEFA,2007-02-14,-10505959
43851,182,Central African Republic,CTA,40,10506000,1,CAF,2007-02-14,-10505960
43944,183,Faroe Islands,FRO,31,10506000,1,UEFA,2007-02-14,-10505969
20008,183,Mongolia,MNG,31,10506000,1,AFC,2007-02-14,-10505969
43867,185,Madagascar,MAD,30,10506000,1,CAF,2007-02-14,-10505970
43826,186,Macau,MAC,28,10506000,1,AFC,2007-02-14,-10505972
1896913,187,Comoros,COM,26,10506000,1,CAF,2007-02-14,-10505974
20004,188,British Virgin Islands,VGB,24,10506000,1,CONCACAF,2007-02-14,-10505976
1882637,189,Samoa,SAM,22,10506000,1,OFC,2007-02-14,-10505978
44039,190,Tonga,TGA,21,10506000,1,OFC,2007-02-14,-10505979
43900,191,Cayman Islands,CAY,20,10506000,1,CONCACAF,2007-02-14,-10505980
20003,192,Bhutan,BHU,19,10506000,1,AFC,2007-02-14,-10505981
43862,193,Guinea-Bissau,GNB,18,10506000,1,CAF,2007-02-14,-10505982
43882,194,Somalia,SOM,13,10506000,1,CAF,2007-02-14,-10505987
43915,195,Puerto Rico,PUR,10,10506000,1,CONCACAF,2007-02-14,-10505990
43966,196,San Marino,SMR,9,10506000,1,UEFA,2007-02-14,-10505991
20002,197,Anguilla,AIA,6,10506000,1,CONCACAF,2007-02-14,-10505994
44007,198,Cook Islands,COK,3,10506000,1,OFC,2007-02-14,-10505997
43996,199,Djibouti,DJI,0,10506000,1,CAF,2007-02-14,-10506000
1890334,199,Timor-Leste,TLS,0,10506000,1,AFC,2007-02-14,-10506000
20007,199,Guam,GUM,0,10506000,1,AFC,2007-02-14,-10506000
1881967,199,US Virgin Islands,VIR,0,10506000,1,CONCACAF,2007-02-14,-10506000
44011,199,Belize,BLZ,0,10506000,1,CONCACAF,2007-02-14,-10506000
43878,199,Sao Tome e Principe,STP,0,10506000,1,CAF,2007-02-14,-10506000
43894,199,Aruba,ARU,0,10506000,1,CONCACAF,2007-02-14,-10506000
20009,199,Montserrat,MSR,0,10506000,1,CONCACAF,2007-02-14,-10506000
20012,199,American Samoa,ASA,0,10506000,1,OFC,2007-02-14,-10506000
43924,1,Brazil,BRA,1588,10508080,0,CONMEBOL,2007-01-17,-10506492
43954,2,Italy,ITA,1560,10508080,0,UEFA,2007-01-17,-10506520
43922,3,Argentina,ARG,1551,10508080,0,CONMEBOL,2007-01-17,-10506529
43946,4,France,FRA,1523,10508080,0,UEFA,2007-01-17,-10506557
43948,5,Germany,GER,1363,10508080,0,UEFA,2007-01-17,-10506717
43942,6,England,ENG,1359,10508080,0,UEFA,2007-01-17,-10506721
43960,7,Netherlands,NED,1305,10508080,0,UEFA,2007-01-17,-10506775
43963,8,Portugal,POR,1258,10508080,0,UEFA,2007-01-17,-10506822
43876,9,Nigeria,NGA,1244,10508080,0,CAF,2007-01-17,-10506836
43995,10,Czech Republic,CZE,1190,10508080,0,UEFA,2007-01-17,-10506890
43849,11,Cameroon,CMR,1160,10508080,0,CAF,2007-01-17,-10506920
43969,12,Spain,ESP,1154,10508080,0,UEFA,2007-01-17,-10506926
43973,13,Ukraine,UKR,1054,10508080,0,UEFA,2007-01-17,-10507026
43970,14,Sweden,SWE,958,10508080,0,UEFA,2007-01-17,-10507122
43938,15,Croatia,CRO,948,10508080,0,UEFA,2007-01-17,-10507132
43949,16,Greece,GRE,945,10508080,0,UEFA,2007-01-17,-10507135
43971,17,Switzerland,SUI,937,10508080,0,UEFA,2007-01-17,-10507143
43854,18,Côte d'Ivoire,CIV,919,10508080,0,CAF,2007-01-17,-10507161
43855,19,Egypt,EGY,918,10508080,0,CAF,2007-01-17,-10507162
43964,20,Romania,ROU,912,10508080,0,UEFA,2007-01-17,-10507168
43911,21,Mexico,MEX,883,10508080,0,CONCACAF,2007-01-17,-10507197
43861,22,Guinea,GUI,881,10508080,0,CAF,2007-01-17,-10507199
43941,23,Denmark,DEN,865,10508080,0,UEFA,2007-01-17,-10507215
43965,24,Russia,RUS,858,10508080,0,UEFA,2007-01-17,-10507222
43962,25,Poland,POL,854,10508080,0,UEFA,2007-01-17,-10507226
43967,26,Scotland,SCO,847,10508080,0,UEFA,2007-01-17,-10507233
43972,27,Turkey,TUR,845,10508080,0,UEFA,2007-01-17,-10507235
43860,28,Ghana,GHA,828,10508080,0,CAF,2007-01-17,-10507252
43927,29,Ecuador,ECU,822,10508080,0,CONMEBOL,2007-01-17,-10507258
43930,30,Uruguay,URU,806,10508080,0,CONMEBOL,2007-01-17,-10507274
43921,31,USA,USA,792,10508080,0,CONCACAF,2007-01-17,-10507288
43888,32,Tunisia,TUN,784,10508080,0,CAF,2007-01-17,-10507296
1902465,33,Serbia,SRB,765,10508080,0,UEFA,2007-01-17,-10507315
43926,34,Colombia,COL,755,10508080,0,CONMEBOL,2007-01-17,-10507325
43928,35,Paraguay,PAR,745,10508080,0,CONMEBOL,2007-01-17,-10507335
43869,36,Mali,MLI,731,10508080,0,CAF,2007-01-17,-10507349
44002,37,Slovakia,SVK,720,10508080,0,UEFA,2007-01-17,-10507360
43817,37,IR Iran,IRN,720,10508080,0,AFC,2007-01-17,-10507360
43976,39,Australia,AUS,703,10508080,0,AFC,2007-01-17,-10507377
43925,40,Chile,CHI,700,10508080,0,CONMEBOL,2007-01-17,-10507380
43879,41,Senegal,SEN,699,10508080,0,CAF,2007-01-17,-10507381
43872,42,Morocco,MAR,684,10508080,0,CAF,2007-01-17,-10507396
43936,42,Bulgaria,BUL,684,10508080,0,UEFA,2007-01-17,-10507396
43984,44,Israel,ISR,667,10508080,0,UEFA,2007-01-17,-10507413
44005,45,Uzbekistan,UZB,645,10508080,0,AFC,2007-01-17,-10507435
43819,46,Japan,JPN,640,10508080,0,AFC,2007-01-17,-10507440
43952,47,Northern Ireland,NIR,625,10508080,0,UEFA,2007-01-17,-10507455
43902,48,Cuba,CUB,619,10508080,0,CONCACAF,2007-01-17,-10507461
43953,49,Republic of Ireland,IRL,596,10508080,0,UEFA,2007-01-17,-10507484
43961,50,Norway,NOR,587,10508080,0,UEFA,2007-01-17,-10507493
43822,51,Korea Republic,KOR,574,10508080,0,AFC,2007-01-17,-10507506
43945,52,Finland,FIN,569,10508080,0,UEFA,2007-01-17,-10507511
43935,53,Belgium,BEL,563,10508080,0,UEFA,2007-01-17,-10507517
44000,54,FYR Macedonia,MKD,545,10508080,0,UEFA,2007-01-17,-10507535
43844,55,Angola,ANG,540,10508080,0,CAF,2007-01-17,-10507540
43909,56,Honduras,HON,538,10508080,0,CONCACAF,2007-01-17,-10507542
43910,57,Jamaica,JAM,527,10508080,0,CONCACAF,2007-01-17,-10507553
44037,58,Bosnia and Herzegovina,BIH,511,10508080,0,UEFA,2007-01-17,-10507569
43834,59,Qatar,QAT,503,10508080,0,AFC,2007-01-17,-10507577
20014,60,Congo DR,COD,502,10508080,0,CAF,2007-01-17,-10507578
43950,61,Hungary,HUN,494,10508080,0,UEFA,2007-01-17,-10507586
43847,62,Burkina Faso,BFA,491,10508080,0,CAF,2007-01-17,-10507589
43891,63,Zambia,ZAM,485,10508080,0,CAF,2007-01-17,-10507595
43835,64,Saudi Arabia,KSA,482,10508080,0,AFC,2007-01-17,-10507598
43934,65,Austria,AUT,473,10508080,0,UEFA,2007-01-17,-10507607
43887,66,Togo,TOG,460,10508080,0,CAF,2007-01-17,-10507620
43901,66,Costa Rica,CRC,460,10508080,0,CONCACAF,2007-01-17,-10507620
43957,68,Lithuania,LTU,455,10508080,0,UEFA,2007-01-17,-10507625
43883,69,South Africa,RSA,454,10508080,0,CAF,2007-01-17,-10507626
43937,70,Belarus,BLR,447,10508080,0,UEFA,2007-01-17,-10507633
43929,70,Peru,PER,447,10508080,0,CONMEBOL,2007-01-17,-10507633
43892,72,Zimbabwe,ZIM,436,10508080,0,CAF,2007-01-17,-10507644
43931,73,Venezuela,VEN,434,10508080,0,CONMEBOL,2007-01-17,-10507646
43974,74,Wales,WAL,428,10508080,0,UEFA,2007-01-17,-10507652
43939,74,Cyprus,CYP,428,10508080,0,UEFA,2007-01-17,-10507652
43823,76,Kuwait,KUW,417,10508080,0,AFC,2007-01-17,-10507663
43968,77,Slovenia,SVN,414,10508080,0,UEFA,2007-01-17,-10507666
43850,78,Cape Verde Islands,CPV,413,10508080,0,CAF,2007-01-17,-10507667
43843,78,Algeria,ALG,413,10508080,0,CAF,2007-01-17,-10507667
43914,80,Panama,PAN,411,10508080,0,CONCACAF,2007-01-17,-10507669
43899,81,Canada,CAN,399,10508080,0,CONCACAF,2007-01-17,-10507681
43818,82,Iraq,IRQ,394,10508080,0,AFC,2007-01-17,-10507686
43812,83,China PR,CHN,389,10508080,0,AFC,2007-01-17,-10507691
43831,84,Oman,OMA,383,10508080,0,AFC,2007-01-17,-10507697
44036,85,Moldova,MDA,382,10508080,0,UEFA,2007-01-17,-10507698
43932,86,Albania,ALB,375,10508080,0,UEFA,2007-01-17,-10507705
43920,87,Trinidad and Tobago,TRI,372,10508080,0,CONCACAF,2007-01-17,-10507708
43840,88,United Arab Emirates,UAE,371,10508080,0,AFC,2007-01-17,-10507709
43853,89,Congo,CGO,370,10508080,0,CAF,2007-01-17,-10507710
43955,90,Latvia,LVA,357,10508080,0,UEFA,2007-01-17,-10507723
43857,91,Ethiopia,ETH,356,10508080,0,CAF,2007-01-17,-10507724
43908,92,Haiti,HAI,346,10508080,0,CONCACAF,2007-01-17,-10507734
43951,93,Iceland,ISL,335,10508080,0,UEFA,2007-01-17,-10507745
43820,94,Jordan,JOR,334,10508080,0,AFC,2007-01-17,-10507746
43947,95,Georgia,GEO,327,10508080,0,UEFA,2007-01-17,-10507753
43858,96,Gabon,GAB,326,10508080,0,CAF,2007-01-17,-10507754
43808,97,Bahrain,BHR,321,10508080,0,AFC,2007-01-17,-10507759
43866,98,Libya,LBY,318,10508080,0,CAF,2007-01-17,-10507762
43896,99,Barbados,BRB,309,10508080,0,CONCACAF,2007-01-17,-10507771
43907,100,Guyana,GUY,303,10508080,0,CONCACAF,2007-01-17,-10507777
43923,101,Bolivia,BOL,300,10508080,0,CONMEBOL,2007-01-17,-10507780
43889,102,Uganda,UGA,292,10508080,0,CAF,2007-01-17,-10507788
43868,103,Malawi,MWI,287,10508080,0,CAF,2007-01-17,-10507793
43918,104,St. Vincent and the Grenadines,VIN,285,10508080,0,CONCACAF,2007-01-17,-10507795
43906,105,Guatemala,GUA,282,10508080,0,CONCACAF,2007-01-17,-10507798
43943,106,Estonia,EST,279,10508080,0,UEFA,2007-01-17,-10507801
43846,107,Botswana,BOT,269,10508080,0,CAF,2007-01-17,-10507811
43856,108,Equatorial Guinea,EQG,262,10508080,0,CAF,2007-01-17,-10507818
43886,109,Tanzania,TAN,251,10508080,0,CAF,2007-01-17,-10507829
43825,110,Lebanon,LBN,232,10508080,0,AFC,2007-01-17,-10507848
43838,111,Syria,SYR,231,10508080,0,AFC,2007-01-17,-10507849
43865,112,Liberia,LBR,230,10508080,0,CAF,2007-01-17,-10507850
43884,112,Sudan,SDN,230,10508080,0,CAF,2007-01-17,-10507850
43919,114,Suriname,SUR,229,10508080,0,CONCACAF,2007-01-17,-10507851
43845,115,Benin,BEN,227,10508080,0,CAF,2007-01-17,-10507853
43874,115,Namibia,NAM,227,10508080,0,CAF,2007-01-17,-10507853
43814,117,Hong Kong,HKG,225,10508080,0,AFC,2007-01-17,-10507855
43959,118,Malta,MLT,223,10508080,0,UEFA,2007-01-17,-10507857
43877,119,Rwanda,RWA,219,10508080,0,CAF,2007-01-17,-10507861
43848,120,Burundi,BDI,218,10508080,0,CAF,2007-01-17,-10507862
43898,121,Bermuda,BER,206,10508080,0,CONCACAF,2007-01-17,-10507874
43870,122,Mauritania,MTN,202,10508080,0,CAF,2007-01-17,-10507878
43933,123,Armenia,ARM,196,10508080,0,UEFA,2007-01-17,-10507884
43839,124,Thailand,THA,192,10508080,0,AFC,2007-01-17,-10507888
44003,125,Tajikistan,TJK,190,10508080,0,AFC,2007-01-17,-10507890
43836,126,Singapore,SIN,189,10508080,0,AFC,2007-01-17,-10507891
43994,127,Azerbaijan,AZE,182,10508080,0,UEFA,2007-01-17,-10507898
43863,128,Kenya,KEN,180,10508080,0,CAF,2007-01-17,-10507900
43873,129,Mozambique,MOZ,174,10508080,0,CAF,2007-01-17,-10507906
43880,130,Seychelles,SEY,173,10508080,0,CAF,2007-01-17,-10507907
43989,131,Palestine,PLE,172,10508080,0,AFC,2007-01-17,-10507908
43978,131,New Zealand,NZL,172,10508080,0,OFC,2007-01-17,-10507908
43821,133,Korea DPR,PRK,169,10508080,0,AFC,2007-01-17,-10507911
43841,134,Vietnam,VIE,167,10508080,0,AFC,2007-01-17,-10507913
43859,135,Gambia,GAM,163,10508080,0,CAF,2007-01-17,-10507917
43903,136,Dominican Republic,DOM,157,10508080,0,CONCACAF,2007-01-17,-10507923
1882218,137,Antigua and Barbuda,ATG,153,10508080,0,CONCACAF,2007-01-17,-10507927
43999,138,Kyrgyz Republic,KGZ,149,10508080,0,AFC,2007-01-17,-10507931
20006,139,Eritrea,ERI,146,10508080,0,CAF,2007-01-17,-10507934
43842,140,Yemen,YEM,143,10508080,0,AFC,2007-01-17,-10507937
43852,141,Chad,CHA,142,10508080,0,CAF,2007-01-17,-10507938
44027,142,Kazakhstan,KAZ,139,10508080,0,UEFA,2007-01-17,-10507941
43916,143,St. Kitts and Nevis,SKN,137,10508080,0,CONCACAF,2007-01-17,-10507943
43871,144,Mauritius,MRI,131,10508080,0,CAF,2007-01-17,-10507949
43837,145,Sri Lanka,SRI,118,10508080,0,AFC,2007-01-17,-10507962
43829,145,Myanmar,MYA,118,10508080,0,AFC,2007-01-17,-10507962
43895,147,Bahamas,BAH,113,10508080,0,CONCACAF,2007-01-17,-10507967
43875,148,Niger,NIG,112,10508080,0,CAF,2007-01-17,-10507968
43816,149,Indonesia,IDN,111,10508080,0,AFC,2007-01-17,-10507969
43824,150,Laos,LAO,109,10508080,0,AFC,2007-01-17,-10507971
43809,151,Bangladesh,BAN,108,10508080,0,AFC,2007-01-17,-10507972
43885,151,Eswatini,SWZ,108,10508080,0,CAF,2007-01-17,-10507972
43881,151,Sierra Leone,SLE,108,10508080,0,CAF,2007-01-17,-10507972
43977,154,Fiji,FIJ,107,10508080,0,OFC,2007-01-17,-10507973
44004,155,Turkmenistan,TKM,96,10508080,0,AFC,2007-01-17,-10507984
43904,156,El Salvador,SLV,91,10508080,0,CONCACAF,2007-01-17,-10507989
43827,157,Malaysia,MAS,90,10508080,0,AFC,2007-01-17,-10507990
43815,157,India,IND,90,10508080,0,AFC,2007-01-17,-10507990
43956,159,Liechtenstein,LIE,84,10508080,0,UEFA,2007-01-17,-10507996
